GID	Pathway	Pathway_Name	Pathway_Class
MD15G1177300	ko04068	FoxO signaling pathway	Environmental Information Processing
MD15G1177300	ko04922	Glucagon signaling pathway	Organismal Systems
MD15G1177600	ko00905	Brassinosteroid biosynthesis	Metabolism
MD15G1177700	ko03013	RNA transport	Genetic Information Processing
MD15G1177700	ko03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing
MD15G1177700	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD15G1178400	ko03013	RNA transport	Genetic Information Processing
MD15G1178500	ko04217	Necroptosis	Cellular Processes
MD15G1178500	ko05322	Systemic lupus erythematosus	Human Diseases
MD15G1178500	ko05034	Alcoholism	Human Diseases
MD15G1178600	ko00062	Fatty acid elongation	Metabolism
MD15G1180400	ko03010	Ribosome	Genetic Information Processing
MD15G1180400	ko04144	Endocytosis	Cellular Processes
MD15G1180400	ko04137	Mitophagy - animal	Cellular Processes
MD15G1180400	ko05012	Parkinson disease	Human Diseases
MD15G1180400	ko05167	Kaposi sarcoma-associated herpesvirus infection	Human Diseases
MD15G1180400	ko03320	PPAR signaling pathway	Organismal Systems
MD15G1180500	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD15G1181300	ko00073	Cutin, suberine and wax biosynthesis	Metabolism
MD15G1181500	ko05202	Transcriptional misregulation in cancer	Human Diseases
MD15G1181700	ko05202	Transcriptional misregulation in cancer	Human Diseases
MD15G1181900	ko00071	Fatty acid degradation	Metabolism
MD15G1181900	ko00592	alpha-Linolenic acid metabolism	Metabolism
MD15G1182600	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems
MD15G1183400	ko03060	Protein export	Genetic Information Processing
MD15G1183400	ko02024	Quorum sensing	Cellular Processes
MD15G1183700	ko04146	Peroxisome	Cellular Processes
MD15G1183900	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD15G1184100	ko00860	Porphyrin and chlorophyll metabolism	Metabolism
MD15G1184400	ko03010	Ribosome	Genetic Information Processing
MD15G1184800	ko00380	Tryptophan metabolism	Metabolism
MD15G1186000	ko03460	Fanconi anemia pathway	Genetic Information Processing
MD15G1186400	ko04014	Ras signaling pathway	Environmental Information Processing
MD15G1186400	ko04144	Endocytosis	Cellular Processes
MD15G1186400	ko04145	Phagosome	Cellular Processes
MD15G1186400	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems
MD15G1186400	ko05014	Amyotrophic lateral sclerosis (ALS)	Human Diseases
MD15G1186400	ko05152	Tuberculosis	Human Diseases
MD15G1186400	ko05146	Amoebiasis	Human Diseases
MD15G1186500	ko04014	Ras signaling pathway	Environmental Information Processing
MD15G1186500	ko04144	Endocytosis	Cellular Processes
MD15G1186500	ko04145	Phagosome	Cellular Processes
MD15G1186500	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems
MD15G1186500	ko05014	Amyotrophic lateral sclerosis (ALS)	Human Diseases
MD15G1186500	ko05152	Tuberculosis	Human Diseases
MD15G1186500	ko05146	Amoebiasis	Human Diseases
MD15G1187100	ko03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing
MD15G1187300	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD15G1187300	ko00053	Ascorbate and aldarate metabolism	Metabolism
MD15G1187300	ko00620	Pyruvate metabolism	Metabolism
MD15G1187300	ko00071	Fatty acid degradation	Metabolism
MD15G1187300	ko00561	Glycerolipid metabolism	Metabolism
MD15G1187300	ko00280	Valine, leucine and isoleucine degradation	Metabolism
MD15G1187300	ko00310	Lysine degradation	Metabolism
MD15G1187300	ko00330	Arginine and proline metabolism	Metabolism
MD15G1187300	ko00340	Histidine metabolism	Metabolism
MD15G1187300	ko00380	Tryptophan metabolism	Metabolism
MD15G1187300	ko00410	beta-Alanine metabolism	Metabolism
MD15G1187300	ko00981	Insect hormone biosynthesis	Metabolism
MD15G1187300	ko00903	Limonene and pinene degradation	Metabolism
MD15G1187300	ko00625	Chloroalkane and chloroalkene degradation	Metabolism
MD15G1187300	ko00940	Phenylpropanoid biosynthesis	Metabolism
MD15G1187500	ko03430	Mismatch repair	Genetic Information Processing
MD15G1187500	ko05200	Pathways in cancer	Human Diseases
MD15G1187500	ko05210	Colorectal cancer	Human Diseases
MD15G1187500	ko01524	Platinum drug resistance	Human Diseases
MD15G1187600	ko04144	Endocytosis	Cellular Processes
MD15G1187700	ko04144	Endocytosis	Cellular Processes
MD15G1187800	ko04144	Endocytosis	Cellular Processes
MD15G1187900	ko04144	Endocytosis	Cellular Processes
MD15G1188200	ko00510	N-Glycan biosynthesis	Metabolism
MD15G1188200	ko00513	Various types of N-glycan biosynthesis	Metabolism
MD15G1188800	ko04978	Mineral absorption	Organismal Systems
MD15G1189500	ko00640	Propanoate metabolism	Metabolism
MD15G1189500	ko00280	Valine, leucine and isoleucine degradation	Metabolism
MD15G1189500	ko00410	beta-Alanine metabolism	Metabolism
MD15G1190100	ko00500	Starch and sucrose metabolism	Metabolism
MD15G1190200	ko04130	SNARE interactions in vesicular transport	Genetic Information Processing
MD15G1190600	ko04014	Ras signaling pathway	Environmental Information Processing
MD15G1190600	ko04015	Rap1 signaling pathway	Environmental Information Processing
MD15G1190600	ko04010	MAPK signaling pathway	Environmental Information Processing
MD15G1190600	ko04013	MAPK signaling pathway - fly	Environmental Information Processing
MD15G1190600	ko04310	Wnt signaling pathway	Environmental Information Processing
MD15G1190600	ko04370	VEGF signaling pathway	Environmental Information Processing
MD15G1190600	ko04071	Sphingolipid signaling pathway	Environmental Information Processing
MD15G1190600	ko04024	cAMP signaling pathway	Environmental Information Processing
MD15G1190600	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing
MD15G1190600	ko04145	Phagosome	Cellular Processes
MD15G1190600	ko04510	Focal adhesion	Cellular Processes
MD15G1190600	ko04520	Adherens junction	Cellular Processes
MD15G1190600	ko04530	Tight junction	Cellular Processes
MD15G1190600	ko04810	Regulation of actin cytoskeleton	Cellular Processes
MD15G1190600	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD15G1190600	ko04650	Natural killer cell mediated cytotoxicity	Organismal Systems
MD15G1190600	ko04662	B cell receptor signaling pathway	Organismal Systems
MD15G1190600	ko04664	Fc epsilon RI signaling pathway	Organismal Systems
MD15G1190600	ko04666	Fc gamma R-mediated phagocytosis	Organismal Systems
MD15G1190600	ko04670	Leukocyte transendothelial migration	Organismal Systems
MD15G1190600	ko04062	Chemokine signaling pathway	Organismal Systems
MD15G1190600	ko04972	Pancreatic secretion	Organismal Systems
MD15G1190600	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD15G1190600	ko04360	Axon guidance	Organismal Systems
MD15G1190600	ko04380	Osteoclast differentiation	Organismal Systems
MD15G1190600	ko05200	Pathways in cancer	Human Diseases
MD15G1190600	ko05231	Choline metabolism in cancer	Human Diseases
MD15G1190600	ko05205	Proteoglycans in cancer	Human Diseases
MD15G1190600	ko05203	Viral carcinogenesis	Human Diseases
MD15G1190600	ko05210	Colorectal cancer	Human Diseases
MD15G1190600	ko05212	Pancreatic cancer	Human Diseases
MD15G1190600	ko05211	Renal cell carcinoma	Human Diseases
MD15G1190600	ko05014	Amyotrophic lateral sclerosis (ALS)	Human Diseases
MD15G1190600	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD15G1190600	ko05416	Viral myocarditis	Human Diseases
MD15G1190600	ko04932	Non-alcoholic fatty liver disease (NAFLD)	Human Diseases
MD15G1190600	ko04933	AGE-RAGE signaling pathway in diabetic complications	Human Diseases
MD15G1190600	ko05120	Epithelial cell signaling in Helicobacter pylori infection	Human Diseases
MD15G1190600	ko05132	Salmonella infection	Human Diseases
MD15G1190600	ko05131	Shigellosis	Human Diseases
MD15G1190600	ko05100	Bacterial invasion of epithelial cells	Human Diseases
MD15G1190600	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD15G1190600	ko05163	Human cytomegalovirus infection	Human Diseases
MD15G1190600	ko05167	Kaposi sarcoma-associated herpesvirus infection	Human Diseases
MD15G1190600	ko05169	Epstein-Barr virus infection	Human Diseases
MD15G1190700	ko04214	Apoptosis - fly	Cellular Processes
MD15G1190900	ko00620	Pyruvate metabolism	Metabolism
MD15G1190900	ko00710	Carbon fixation in photosynthetic organisms	Metabolism
MD15G1191000	ko00052	Galactose metabolism	Metabolism
MD15G1191100	ko00052	Galactose metabolism	Metabolism
MD15G1191800	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD15G1192500	ko04340	Hedgehog signaling pathway	Environmental Information Processing
MD15G1192500	ko04390	Hippo signaling pathway	Environmental Information Processing
MD15G1192500	ko04540	Gap junction	Cellular Processes
MD15G1192500	ko04710	Circadian rhythm	Organismal Systems
MD15G1192500	ko04310	Wnt signaling pathway	Environmental Information Processing
MD15G1192500	ko04341	Hedgehog signaling pathway - fly	Environmental Information Processing
MD15G1192500	ko04391	Hippo signaling pathway - fly	Environmental Information Processing
MD15G1192500	ko04392	Hippo signaling pathway - multiple species	Environmental Information Processing
MD15G1192500	ko04068	FoxO signaling pathway	Environmental Information Processing
MD15G1192500	ko04711	Circadian rhythm - fly	Organismal Systems
MD15G1192700	ko00620	Pyruvate metabolism	Metabolism
MD15G1192800	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD15G1192800	ko04540	Gap junction	Cellular Processes
MD15G1192800	ko04611	Platelet activation	Organismal Systems
MD15G1192800	ko04923	Regulation of lipolysis in adipocytes	Organismal Systems
MD15G1192800	ko04924	Renin secretion	Organismal Systems
MD15G1192800	ko04970	Salivary secretion	Organismal Systems
MD15G1192800	ko04730	Long-term depression	Organismal Systems
MD15G1192800	ko04740	Olfactory transduction	Organismal Systems
MD15G1192800	ko04713	Circadian entrainment	Organismal Systems
MD15G1192800	ko04714	Thermogenesis	Organismal Systems
MD15G1193600	ko05130	Pathogenic Escherichia coli infection	Human Diseases
MD15G1194000	ko00510	N-Glycan biosynthesis	Metabolism
MD15G1194000	ko00513	Various types of N-glycan biosynthesis	Metabolism
MD15G1194000	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD15G1194300	ko03040	Spliceosome	Genetic Information Processing
MD15G1194300	ko04330	Notch signaling pathway	Environmental Information Processing
MD15G1194300	ko05203	Viral carcinogenesis	Human Diseases
MD15G1194300	ko05169	Epstein-Barr virus infection	Human Diseases
MD15G1194500	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD15G1194500	ko04110	Cell cycle	Cellular Processes
MD15G1194500	ko04111	Cell cycle - yeast	Cellular Processes
MD15G1194500	ko04113	Meiosis - yeast	Cellular Processes
MD15G1194500	ko04114	Oocyte meiosis	Cellular Processes
MD15G1194500	ko04914	Progesterone-mediated oocyte maturation	Organismal Systems
MD15G1194500	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD15G1195500	ko00620	Pyruvate metabolism	Metabolism
MD15G1195500	ko00710	Carbon fixation in photosynthetic organisms	Metabolism
MD15G1195800	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD15G1195800	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD15G1195800	ko04931	Insulin resistance	Human Diseases
MD15G1195900	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD15G1196000	ko02010	ABC transporters	Environmental Information Processing
MD15G1196000	ko04976	Bile secretion	Organismal Systems
MD15G1196000	ko05206	MicroRNAs in cancer	Human Diseases
MD15G1196000	ko05226	Gastric cancer	Human Diseases
MD15G1196800	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD15G1197000	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD15G1197000	ko00051	Fructose and mannose metabolism	Metabolism
MD15G1197000	ko00052	Galactose metabolism	Metabolism
MD15G1197000	ko00500	Starch and sucrose metabolism	Metabolism
MD15G1197000	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD15G1197000	ko00521	Streptomycin biosynthesis	Metabolism
MD15G1197000	ko00524	Neomycin, kanamycin and gentamicin biosynthesis	Metabolism
MD15G1197000	ko04066	HIF-1 signaling pathway	Environmental Information Processing
MD15G1197000	ko04910	Insulin signaling pathway	Organismal Systems
MD15G1197000	ko04973	Carbohydrate digestion and absorption	Organismal Systems
MD15G1197000	ko05230	Central carbon metabolism in cancer	Human Diseases
MD15G1197000	ko04930	Type II diabetes mellitus	Human Diseases
MD15G1197500	ko00040	Pentose and glucuronate interconversions	Metabolism
MD15G1198200	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing
MD15G1198400	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing
MD15G1199100	ko00970	Aminoacyl-tRNA biosynthesis	Genetic Information Processing
MD15G1199300	ko04014	Ras signaling pathway	Environmental Information Processing
MD15G1199300	ko04015	Rap1 signaling pathway	Environmental Information Processing
MD15G1199300	ko04010	MAPK signaling pathway	Environmental Information Processing
MD15G1199300	ko04013	MAPK signaling pathway - fly	Environmental Information Processing
MD15G1199300	ko04012	ErbB signaling pathway	Environmental Information Processing
MD15G1199300	ko04370	VEGF signaling pathway	Environmental Information Processing
MD15G1199300	ko04371	Apelin signaling pathway	Environmental Information Processing
MD15G1199300	ko04668	TNF signaling pathway	Environmental Information Processing
MD15G1199300	ko04066	HIF-1 signaling pathway	Environmental Information Processing
MD15G1199300	ko04068	FoxO signaling pathway	Environmental Information Processing
MD15G1199300	ko04072	Phospholipase D signaling pathway	Environmental Information Processing
MD15G1199300	ko04071	Sphingolipid signaling pathway	Environmental Information Processing
MD15G1199300	ko04024	cAMP signaling pathway	Environmental Information Processing
MD15G1199300	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD15G1199300	ko04151	PI3K-Akt signaling pathway	Environmental Information Processing
MD15G1199300	ko04150	mTOR signaling pathway	Environmental Information Processing
MD15G1199300	ko04140	Autophagy - animal	Cellular Processes
MD15G1199300	ko04114	Oocyte meiosis	Cellular Processes
MD15G1199300	ko04210	Apoptosis	Cellular Processes
MD15G1199300	ko04218	Cellular senescence	Cellular Processes
MD15G1199300	ko04510	Focal adhesion	Cellular Processes
MD15G1199300	ko04540	Gap junction	Cellular Processes
MD15G1199300	ko04550	Signaling pathways regulating pluripotency of stem cells	Cellular Processes
MD15G1199300	ko04810	Regulation of actin cytoskeleton	Cellular Processes
MD15G1199300	ko04620	Toll-like receptor signaling pathway	Organismal Systems
MD15G1199300	ko04650	Natural killer cell mediated cytotoxicity	Organismal Systems
MD15G1199300	ko04660	T cell receptor signaling pathway	Organismal Systems
MD15G1199300	ko04662	B cell receptor signaling pathway	Organismal Systems
MD15G1199300	ko04664	Fc epsilon RI signaling pathway	Organismal Systems
MD15G1199300	ko04666	Fc gamma R-mediated phagocytosis	Organismal Systems
MD15G1199300	ko04062	Chemokine signaling pathway	Organismal Systems
MD15G1199300	ko04910	Insulin signaling pathway	Organismal Systems
MD15G1199300	ko04912	GnRH signaling pathway	Organismal Systems
MD15G1199300	ko04915	Estrogen signaling pathway	Organismal Systems
MD15G1199300	ko04914	Progesterone-mediated oocyte maturation	Organismal Systems
MD15G1199300	ko04917	Prolactin signaling pathway	Organismal Systems
MD15G1199300	ko04921	Oxytocin signaling pathway	Organismal Systems
MD15G1199300	ko04926	Relaxin signaling pathway	Organismal Systems
MD15G1199300	ko04919	Thyroid hormone signaling pathway	Organismal Systems
MD15G1199300	ko04928	Parathyroid hormone synthesis, secretion and action	Organismal Systems
MD15G1199300	ko04916	Melanogenesis	Organismal Systems
MD15G1199300	ko04270	Vascular smooth muscle contraction	Organismal Systems
MD15G1199300	ko04725	Cholinergic synapse	Organismal Systems
MD15G1199300	ko04726	Serotonergic synapse	Organismal Systems
MD15G1199300	ko04720	Long-term potentiation	Organismal Systems
MD15G1199300	ko04730	Long-term depression	Organismal Systems
MD15G1199300	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD15G1199300	ko04320	Dorso-ventral axis formation	Organismal Systems
MD15G1199300	ko04380	Osteoclast differentiation	Organismal Systems
MD15G1199300	ko04626	Plant-pathogen interaction	Organismal Systems
